invoice,custID,prodID,salesDate,amt,qty,discounted
24162,27,29,10/28/2010,384,80,0
24163,8,63,5/24/2010,233,76,0
24164,4,41,6/15/2010,139,156,0
24165,19,12,4/1/2008,325,146,0
24166,19,40,4/1/2009,293,41,0
24167,19,4,4/1/2006,394,73,0
24167,19,53,4/1/2006,172,190,0
24168,33,18,9/13/2010,133,168,0
24168,33,78,9/13/2010,202,114,0
24169,30,79,11/15/2008,328,134,0
24170,5,2,9/11/2009,238,135,0
24171,9,26,4/1/2010,338,60,0
24171,9,83,4/1/2010,304,39,0
24171,9,32,4/1/2010,292,91,0
24172,15,44,4/3/2010,120,192,0
24173,25,68,7/4/2010,161,147,0
24174,5,20,9/11/2006,324,31,0
24175,5,43,9/11/2005,186,61,0
24175,5,44,9/11/2005,107,184,0
24176,6,31,12/13/2009,132,81,0
24177,31,2,11/8/2009,111,60,0
24177,31,103,11/8/2009,183,46,0
24178,31,70,11/8/2008,385,103,0
24178,31,101,11/8/2008,219,89,0
24179,8,43,4/16/2006,182,29,0
24180,31,34,11/8/2007,277,86,0
24180,31,60,11/8/2007,299,137,0
24181,31,103,11/8/2006,216,30,0
24182,31,15,11/8/2005,135,122,0
24182,31,49,11/8/2005,333,98,0
24183,20,6,6/19/2010,121,30,0
24184,25,83,10/26/2005,361,116,0
24184,25,41,10/26/2005,126,165,0
24185,19,92,7/5/2008,180,10,0
24186,6,83,4/4/2008,373,18,0
24187,5,77,2/18/2010,303,81,0
24187,5,55,2/18/2010,158,29,0
24188,34,99,8/4/2008,268,155,0
24189,34,22,8/4/2006,112,171,0
24190,34,54,8/4/2007,208,76,0
24191,26,35,3/3/2010,363,33,0
24191,26,44,3/3/2010,208,142,0
24192,36,42,5/25/2008,287,36,0
24192,36,39,5/25/2008,354,111,0
24193,33,31,11/30/2009,264,77,0
24193,33,30,11/30/2009,157,92,0
24194,11,105,8/24/2005,376,65,0
24194,11,55,8/24/2005,354,25,0
24195,11,17,8/24/2007,374,51,0
24195,11,91,8/24/2007,199,165,0
24196,11,22,8/24/2006,344,126,0
24197,3,103,3/7/2005,155,156,0
24197,3,23,3/7/2005,374,113,0
24198,33,91,11/30/2006,322,164,0
24199,33,62,11/30/2007,253,33,0
24200,19,29,10/6/2005,241,193,0
24201,30,85,8/8/2010,116,85,0
24201,30,56,8/8/2010,360,46,0
24202,3,34,7/27/2010,357,139,0
24203,12,93,9/15/2006,134,135,0
24204,16,6,5/20/2005,171,100,0
24204,16,20,5/20/2005,172,32,0
24205,11,32,3/19/2010,255,90,0
24205,11,20,3/19/2010,394,76,0
24206,32,56,8/7/2010,139,15,0
24206,32,105,8/7/2010,105,102,0
24206,32,63,8/7/2010,101,39,0
24207,8,43,12/21/2005,160,100,0
24208,8,26,12/21/2006,263,180,0
24208,8,83,12/21/2006,187,137,0
24209,8,36,12/21/2007,286,146,0
24210,8,95,12/21/2009,372,88,0
24211,19,46,1/17/2008,275,94,0
24212,16,23,5/20/2008,125,194,0
24212,16,47,5/20/2008,197,114,0
24213,27,39,3/26/2009,100,90,0
24213,27,75,3/26/2009,288,127,0
24214,27,20,3/26/2008,193,199,0
24215,19,39,6/22/2009,106,22,0
24216,19,66,6/22/2008,318,86,0
24217,19,15,6/22/2005,126,180,0
24218,30,17,3/9/2006,118,117,0
24218,30,41,3/9/2006,120,10,0
24219,19,46,6/22/2006,335,162,0
24219,19,47,6/22/2006,351,82,0
24220,27,84,3/26/2006,114,78,0
24220,27,15,3/26/2006,364,175,0
24221,27,59,3/26/2005,103,17,0
24222,39,102,3/14/2009,246,139,0
24222,39,42,3/14/2009,280,153,0
24223,5,43,7/24/2010,188,139,0
24224,20,95,10/19/2010,109,150,0
24224,20,33,10/19/2010,149,53,0
24225,13,69,2/11/2005,109,98,0
24225,13,75,2/11/2005,283,74,0
24225,13,8,2/11/2005,130,58,0
24226,13,4,2/11/2007,314,145,0
24227,13,103,2/11/2006,101,100,0
24228,13,3,2/11/2008,277,21,0
24229,30,37,3/9/2008,318,156,0
24230,4,7,2/26/2010,231,59,0
24231,18,100,10/19/2010,368,12,0
24232,6,48,4/18/2009,137,148,0
24233,30,59,12/12/2005,304,77,0
24233,30,23,12/12/2005,164,32,0
24233,30,10,12/12/2005,389,161,0
24234,30,64,12/12/2006,239,57,0
24234,30,35,12/12/2006,222,23,0
24234,30,70,12/12/2006,391,140,0
24235,30,61,12/12/2007,209,99,0
24236,30,28,12/12/2008,287,192,0
24237,30,66,12/12/2009,365,82,0
24237,30,102,12/12/2009,273,163,0
24237,30,58,12/12/2009,367,75,0
24238,8,19,9/24/2010,340,117,0
24239,6,37,4/18/2006,288,53,0
24240,3,11,1/10/2005,198,142,0
24241,3,105,1/10/2007,386,50,0
24241,3,14,1/10/2007,373,25,0
24242,3,37,1/10/2008,334,164,0
24242,3,99,1/10/2008,309,136,0
24243,23,93,4/14/2010,356,10,0
24244,20,58,8/5/2010,174,80,0
24244,20,81,8/5/2010,285,163,0
24245,17,42,4/7/2008,398,28,0
24246,17,46,4/7/2009,185,96,0
24246,17,50,4/7/2009,192,75,0
24246,17,6,4/7/2009,254,117,0
24246,17,58,4/7/2009,108,179,0
24247,37,13,6/17/2009,246,97,0
24248,37,27,6/17/2005,326,152,0
24249,17,5,4/7/2006,144,87,0
24250,17,85,4/7/2007,162,59,0
24251,17,94,4/7/2005,112,110,0
24252,32,98,6/15/2005,381,161,0
24253,32,37,6/15/2007,250,70,0
24254,22,61,3/26/2010,221,44,0
24254,22,21,3/26/2010,257,123,0
24255,17,82,9/4/2008,128,50,0
24255,17,22,9/4/2008,345,86,0
24256,17,78,2/21/2007,160,175,0
24256,17,21,2/21/2007,330,19,0
24257,17,22,2/21/2008,177,167,0
24258,17,61,2/21/2009,230,49,0
24258,17,1,2/21/2009,297,156,0
24259,17,32,9/4/2005,307,109,0
24259,17,66,9/4/2005,225,198,0
24260,32,3,6/15/2008,206,60,0
24261,12,92,12/26/2006,214,102,0
24262,6,7,2/2/2007,192,37,0
24263,8,89,12/6/2005,209,68,0
24264,2,37,2/29/2008,155,84,0
24265,6,67,6/12/2009,210,184,0
24265,6,14,6/12/2009,238,63,0
24265,6,57,6/12/2009,181,89,0
24265,6,91,6/12/2009,175,173,0
24265,6,27,6/12/2009,352,106,0
24266,31,40,3/25/2008,198,53,0
24267,23,71,5/10/2008,222,167,0
24267,23,21,5/10/2008,348,148,0
24268,23,99,5/10/2009,249,163,0
24269,30,88,7/22/2008,236,173,0
24270,16,70,5/12/2010,385,77,0
24270,16,47,5/12/2010,234,187,0
24271,31,22,7/7/2010,147,99,0
24272,40,52,10/6/2008,386,160,0
24272,40,42,10/6/2008,234,173,0
24273,40,67,10/6/2009,302,31,0
24273,40,47,10/6/2009,278,65,0
24274,20,52,3/13/2008,113,10,0
24274,20,41,3/13/2008,351,24,0
24275,20,23,3/13/2006,109,83,0
24276,20,86,3/13/2007,184,146,0
24277,40,83,10/6/2007,141,128,0
24278,40,101,10/6/2005,298,52,0
24279,9,46,9/10/2010,159,68,0
24279,9,7,9/10/2010,115,58,0
24279,9,104,9/10/2010,331,64,0
24280,6,26,6/12/2005,141,94,0
24281,14,102,9/29/2009,236,163,0
24282,27,6,7/26/2006,106,12,0
24283,27,51,7/26/2005,108,15,0
24284,24,58,12/10/2008,209,96,0
24285,35,85,6/3/2005,142,32,0
24286,35,95,6/3/2006,204,157,0
24286,35,101,6/3/2006,353,133,0
24286,35,74,6/3/2006,317,37,0
24287,2,17,2/4/2010,358,32,0
24287,2,9,2/4/2010,258,116,0
24288,32,101,1/13/2010,236,176,0
24288,32,20,1/13/2010,357,47,0
24288,32,84,1/13/2010,328,28,0
24289,35,71,6/3/2009,236,47,0
24290,14,14,7/8/2010,354,23,0
24291,16,2,11/3/2008,301,64,0
24291,16,72,11/3/2008,159,33,0
24291,16,24,11/3/2008,345,100,0
24292,24,33,12/10/2007,368,97,0
24292,24,30,12/10/2007,385,141,0
24293,24,34,12/10/2006,171,171,0
24293,24,44,12/10/2006,391,165,0
24294,9,64,5/9/2007,331,196,0
24294,9,54,5/9/2007,199,56,0
24295,9,12,5/9/2006,126,78,0
24295,9,49,5/9/2006,262,19,0
24295,9,35,5/9/2006,221,178,0
24296,31,24,6/30/2009,250,168,0
24297,33,21,4/11/2005,188,197,0
24298,13,13,6/15/2010,202,40,0
24298,13,85,6/15/2010,248,76,0
24299,33,27,4/11/2006,227,152,0
24300,33,88,4/11/2009,212,185,0
24301,33,96,4/11/2008,100,39,0
24302,31,84,6/30/2006,314,177,0
24303,31,77,6/30/2005,277,88,0
24303,31,89,6/30/2005,266,173,0
24304,38,40,10/9/2009,218,166,0
24305,10,35,10/15/2008,317,138,0
24305,10,100,10/15/2008,315,61,0
24306,10,92,10/15/2007,239,28,0
24307,10,76,10/15/2006,262,164,0
24307,10,35,10/15/2006,325,90,0
24307,10,69,10/15/2006,183,71,0
24307,10,31,10/15/2006,337,11,0
24308,10,54,10/15/2005,201,94,0
24309,38,85,10/9/2006,172,28,0
24309,38,34,10/9/2006,277,77,0
24309,38,71,10/9/2006,189,88,0
24309,38,90,10/9/2006,106,190,0
24310,38,82,10/9/2007,109,158,0
24310,38,38,10/9/2007,140,80,0
24311,7,17,7/8/2007,248,56,0
24312,38,99,10/9/2005,357,187,0
24312,38,90,10/9/2005,350,83,0
24313,6,24,10/5/2009,120,135,0
24314,8,64,10/15/2009,176,27,0
24315,8,39,10/15/2008,174,29,0
24316,6,13,10/5/2006,310,129,0
24317,6,51,10/5/2005,329,96,0
24317,6,46,10/5/2005,203,78,0
24318,8,73,10/15/2007,234,66,0
24319,1,35,12/30/2009,275,161,0
24319,1,67,12/30/2009,276,104,0
24320,19,80,9/3/2005,341,166,0
24320,19,53,9/3/2005,217,72,0
24321,8,33,10/15/2006,394,97,0
24321,8,43,10/15/2006,342,14,0
24322,19,45,9/3/2008,138,188,0
24323,7,32,10/25/2010,278,58,0
24323,7,25,10/25/2010,241,19,0
24324,23,31,8/21/2010,321,12,0
24325,5,71,5/11/2006,339,173,0
24325,5,94,5/11/2006,213,129,0
24325,5,101,5/11/2006,371,43,0
24326,14,94,11/1/2008,233,183,0
24327,14,11,11/1/2006,216,78,0
24327,14,28,11/1/2006,312,84,0
24327,14,73,11/1/2006,350,83,0
24327,14,74,11/1/2006,229,127,0
24328,14,79,11/1/2005,323,192,0
24329,40,38,6/10/2007,393,107,0
24330,30,84,5/11/2007,210,171,0
24330,30,22,5/11/2007,294,139,0
24330,30,101,5/11/2007,107,64,0
24331,30,27,5/11/2006,280,165,0
24332,30,86,5/11/2005,340,197,0
24333,40,105,4/23/2005,209,24,0
24334,40,28,4/23/2007,342,67,0
24334,40,70,4/23/2007,189,15,0
24335,17,39,12/13/2007,324,166,0
24335,17,22,12/13/2007,137,54,0
24336,40,80,4/23/2008,377,31,0
24336,40,83,4/23/2008,314,79,0
24336,40,7,4/23/2008,162,44,0
24337,13,26,11/12/2007,221,167,0
24338,40,72,3/28/2007,384,113,0
24338,40,61,3/28/2007,122,143,0
24339,2,27,12/26/2009,222,12,0
24340,17,75,12/13/2005,147,40,0
24341,40,32,2/18/2008,333,28,0
24341,40,95,2/18/2008,396,154,0
24342,40,89,2/18/2005,387,86,0
24343,32,55,5/12/2009,176,83,0
24344,28,59,11/29/2006,145,108,0
24345,28,33,11/29/2007,273,80,0
24346,14,53,1/17/2006,106,123,0
24347,14,94,1/17/2008,237,132,0
24347,14,66,1/17/2008,358,172,0
24348,28,15,11/29/2008,177,116,0
24348,28,104,11/29/2008,258,28,0
24348,28,83,11/29/2008,352,84,0
24348,28,103,11/29/2008,221,98,0
24349,28,81,11/29/2009,337,141,0
24349,28,68,11/29/2009,375,177,0
24350,16,100,12/18/2005,353,170,0
24351,37,83,1/17/2010,222,163,0
24351,37,104,1/17/2010,184,164,0
24352,36,100,7/3/2006,254,140,0
24352,36,48,7/3/2006,376,186,0
24352,36,73,7/3/2006,384,74,0
24353,36,43,7/3/2007,116,54,0
24353,36,91,7/3/2007,247,79,0
24354,26,21,10/30/2010,289,169,0
24354,26,101,10/30/2010,190,194,0
24355,30,87,2/24/2007,149,49,0
24355,30,77,2/24/2007,360,29,0
24356,19,63,3/25/2009,157,158,0
24356,19,92,3/25/2009,191,27,0
24356,19,8,3/25/2009,342,50,0
24357,19,9,3/25/2008,143,23,0
24357,19,82,3/25/2008,308,44,0
24358,38,104,4/20/2007,254,125,0
24358,38,10,4/20/2007,289,195,0
24358,38,39,4/20/2007,149,64,0
24359,21,1,9/16/2007,393,68,0
24360,23,103,12/21/2009,245,10,0
24360,23,95,12/21/2009,372,90,0
24360,23,52,12/21/2009,313,100,0
24361,40,21,8/11/2007,266,177,0
24361,40,81,8/11/2007,342,15,0
24362,40,87,8/11/2006,180,47,0
24363,21,98,9/16/2008,152,11,0
24364,23,21,12/21/2005,182,188,0
24365,38,36,4/20/2009,353,152,0
24365,38,26,4/20/2009,141,127,0
24366,19,2,3/25/2007,393,63,0
24367,19,101,3/25/2006,352,191,0
24368,35,4,3/4/2009,186,172,0
24369,16,78,8/27/2009,396,99,0
24369,16,7,8/27/2009,262,170,0
24370,37,26,8/30/2010,227,141,0
24371,19,18,1/22/2010,263,126,0
24371,19,12,1/22/2010,122,170,0
24372,16,61,8/27/2007,193,160,0
24372,16,81,8/27/2007,188,183,0
24373,35,82,3/4/2005,174,94,0
24374,16,102,8/27/2005,282,148,0
24374,16,19,8/27/2005,298,119,0
24375,35,71,3/4/2007,383,167,0
24375,35,37,3/4/2007,275,129,0
24376,2,12,12/26/2007,142,67,0
24376,2,4,12/26/2007,203,76,0
24377,14,4,5/11/2006,376,33,0
24377,14,2,5/11/2006,187,20,0
24378,18,70,7/16/2009,260,99,0
24378,18,71,7/16/2009,251,85,0
24378,18,21,7/16/2009,327,146,0
24378,18,99,7/16/2009,366,186,0
24379,40,7,12/24/2005,383,146,0
24380,8,7,12/18/2005,177,179,0
24380,8,12,12/18/2005,113,19,0
24381,8,97,12/18/2006,184,23,0
24382,8,17,12/18/2007,282,120,0
24382,8,11,12/18/2007,214,132,0
24383,35,90,10/26/2005,315,171,0
24383,35,34,10/26/2005,201,102,0
24384,35,78,10/26/2006,134,117,0
24385,35,74,10/26/2008,372,71,0
24386,19,16,1/17/2007,251,62,0
24387,8,59,12/18/2009,272,58,0
24387,8,43,12/18/2009,281,53,0
24388,40,39,12/24/2008,202,169,0
24389,38,97,8/30/2009,294,91,0
24390,33,105,7/13/2006,258,95,0
24391,38,68,8/30/2006,164,100,0
24392,33,90,7/13/2005,336,111,0
24393,1,61,10/26/2008,370,199,0
24393,1,85,10/26/2008,140,69,0
24394,1,13,10/26/2006,235,81,0
24394,1,90,10/26/2006,392,114,0
24395,1,42,10/26/2007,283,144,0
24395,1,43,10/26/2007,158,136,0
24395,1,75,10/26/2007,273,90,0
24396,12,98,10/24/2009,213,157,0
24396,12,5,10/24/2009,135,169,0
24397,12,105,10/24/2008,264,78,0
24397,12,96,10/24/2008,366,14,0
24398,5,15,1/9/2010,265,148,0
24399,12,27,10/24/2006,380,164,0
24399,12,93,10/24/2006,322,87,0
24399,12,59,10/24/2006,218,107,0
24400,27,16,9/28/2010,266,15,0
24400,27,23,9/28/2010,230,53,0
24401,9,11,3/30/2009,117,102,0
24401,9,44,3/30/2009,225,45,0
24402,6,1,5/6/2006,261,193,0
24403,9,14,3/30/2007,273,38,0
24403,9,20,3/30/2007,341,182,0
24404,9,1,3/30/2006,120,156,0
24405,33,10,6/26/2006,288,162,0
24406,40,79,8/27/2006,245,78,0
24407,25,68,10/2/2007,119,112,0
24408,34,38,8/1/2005,190,128,0
24409,29,37,1/29/2005,331,73,0
24410,29,93,1/29/2006,138,185,0
24411,25,89,10/2/2006,106,119,0
24412,29,22,1/29/2008,148,86,0
24412,29,6,1/29/2008,139,182,0
24413,11,5,7/13/2009,106,66,0
24414,12,29,3/14/2005,247,200,0
24414,12,24,3/14/2005,264,117,0
24415,34,71,8/1/2009,357,173,0
24416,32,15,5/23/2007,329,168,0
24416,32,103,5/23/2007,231,113,0
24417,31,90,1/4/2009,137,42,0
24418,15,14,1/23/2005,135,139,0
24419,34,23,4/30/2009,374,56,0
24420,15,75,1/23/2006,179,190,0
24421,15,6,1/23/2009,132,102,0
24421,15,49,1/23/2009,155,159,0
24421,15,39,1/23/2009,273,153,0
24422,5,102,2/3/2010,324,174,0
24423,21,21,11/29/2005,319,40,0
24423,21,73,11/29/2005,331,174,0
24424,29,15,7/18/2010,140,27,0
24425,21,66,11/29/2007,260,116,0
24425,21,75,11/29/2007,219,60,0
24426,22,11,9/15/2007,373,162,0
24427,3,10,10/9/2009,128,146,0
24427,3,103,10/9/2009,370,185,0
24428,3,34,10/9/2008,395,11,0
24429,38,96,7/6/2007,344,93,0
24429,38,69,7/6/2007,184,51,0
24430,3,89,10/9/2007,283,161,0
24430,3,68,10/9/2007,260,96,0
24431,3,37,10/9/2006,127,123,0
24431,3,95,10/9/2006,347,95,0
24431,3,71,10/9/2006,146,173,0
24432,21,3,11/29/2009,183,100,0
24433,21,99,11/29/2008,255,30,0
24433,21,2,11/29/2008,301,90,0
24434,37,100,11/13/2009,245,55,0
24434,37,16,11/13/2009,322,62,0
24435,26,78,8/28/2009,259,150,0
24435,26,7,8/28/2009,216,110,0
24436,28,30,9/10/2009,322,28,0
24437,11,101,10/4/2009,273,189,0
24437,11,63,10/4/2009,102,122,0
24438,11,60,9/9/2005,204,160,0
24439,2,9,2/14/2005,120,23,0
24439,2,98,2/14/2005,103,195,0
24440,11,54,9/9/2006,160,40,0
24440,11,89,9/9/2006,226,164,0
24441,11,73,9/9/2008,155,64,0
24441,11,12,9/9/2008,273,79,0
24442,2,10,2/14/2009,276,166,0
24443,6,93,5/6/2008,125,73,0
24443,6,31,5/6/2008,359,130,0
24444,5,25,7/21/2010,314,96,0
24445,30,85,4/10/2010,116,185,0
24445,30,2,4/10/2010,160,135,0
24446,20,102,12/17/2009,328,42,0
24446,20,24,12/17/2009,351,23,0
24447,38,14,11/5/2005,399,105,0
24448,38,70,11/5/2007,245,118,0
24449,22,61,6/20/2010,313,120,0
24450,14,34,4/22/2010,261,35,0
24451,3,96,3/15/2010,127,48,0
24451,3,73,3/15/2010,372,56,0
24451,3,46,3/15/2010,279,191,0
24451,3,37,3/15/2010,323,175,0
24451,3,105,3/15/2010,194,153,0
24452,30,23,10/1/2007,220,160,0
24453,39,57,4/16/2008,338,30,0
24453,39,78,4/16/2008,179,176,0
24454,27,33,12/5/2009,182,132,0
24455,20,3,7/15/2010,245,87,0
24455,20,15,7/15/2010,279,120,0
24456,40,57,10/5/2010,105,21,0
24457,19,26,7/25/2009,349,161,0
24458,19,35,7/25/2008,102,124,0
24458,19,24,7/25/2008,345,133,0
24458,19,30,7/25/2008,344,139,0
24459,27,36,12/5/2006,101,54,0
24459,27,88,12/5/2006,181,106,0
24459,27,18,12/5/2006,315,89,0
24460,27,42,12/5/2007,245,84,0
24461,38,32,9/28/2007,287,198,0
24462,20,44,12/17/2007,355,182,0
24462,20,1,12/17/2007,210,128,0
24462,20,64,12/17/2007,252,51,0
24462,20,86,12/17/2007,128,112,0
24463,5,56,6/3/2010,272,169,0
24464,24,91,1/17/2007,226,174,0
24464,24,2,1/17/2007,134,48,0
24464,24,62,1/17/2007,214,199,0
24465,1,53,5/14/2010,129,11,0
24466,24,42,1/17/2009,213,62,0
24467,37,91,10/1/2007,191,16,0
24468,37,43,10/1/2006,169,176,0
24468,37,14,10/1/2006,287,23,0
24468,37,45,10/1/2006,386,99,0
24469,23,87,5/8/2007,219,156,0
24470,23,56,5/8/2006,351,33,0
24471,39,96,11/15/2008,257,141,0
24471,39,39,11/15/2008,196,21,0
24471,39,9,11/15/2008,207,89,0
24471,39,83,11/15/2008,245,52,0
24472,3,33,3/18/2007,187,72,0
24473,3,8,3/18/2006,250,107,0
24474,3,84,3/18/2005,370,142,0
24475,11,9,10/4/2005,171,83,0
24476,23,65,5/8/2009,259,124,0
24477,37,43,10/1/2009,167,179,0
24478,37,102,10/1/2008,261,186,0
24479,26,86,8/28/2006,113,164,0
24479,26,16,8/28/2006,289,178,0
24480,18,51,6/21/2010,248,183,0
24480,18,93,6/21/2010,120,122,0
24480,18,100,6/21/2010,213,71,0
24481,18,5,11/23/2005,227,62,0
24482,18,93,5/31/2010,296,179,0
24483,35,52,9/13/2008,224,58,0
24484,18,34,7/10/2008,351,140,0
24485,35,5,8/5/2008,194,67,0
24486,37,71,3/24/2010,307,160,0
24487,22,33,7/24/2007,151,84,0
24487,22,45,7/24/2007,178,162,0
24488,23,54,2/4/2009,216,166,0
24489,11,14,2/17/2005,284,64,0
24490,11,21,2/17/2007,170,196,0
24490,11,61,2/17/2007,136,49,0
24490,11,91,2/17/2007,106,49,0
24491,11,5,2/17/2006,105,61,0
24491,11,86,2/17/2006,194,192,0
24492,3,92,10/11/2006,325,167,0
24493,3,43,10/11/2007,266,78,0
24493,3,33,10/11/2007,165,127,0
24494,3,64,10/11/2005,237,162,0
24494,3,79,10/11/2005,184,66,0
24495,38,90,9/28/2008,218,105,0
24496,38,71,6/3/2007,271,95,0
24497,38,76,6/3/2006,252,12,0
24498,38,17,6/3/2005,226,104,0
24499,29,70,3/15/2010,391,69,0
24499,29,97,3/15/2010,202,172,0
24500,8,74,4/28/2010,283,92,0
24501,30,73,9/14/2010,212,59,0
24501,30,58,9/14/2010,221,104,0
24502,20,3,9/8/2006,201,24,0
24502,20,13,9/8/2006,112,32,0
24502,20,19,9/8/2006,234,192,0
24502,20,5,9/8/2006,109,91,0
24503,20,38,9/8/2007,133,95,0
24503,20,60,9/8/2007,294,144,0
24504,18,47,6/5/2009,243,42,0
24505,20,46,12/28/2006,339,104,0
24505,20,84,12/28/2006,335,147,0
24506,32,18,6/10/2006,203,39,0
24507,30,42,11/22/2005,351,135,0
24508,32,96,9/13/2010,400,32,0
24509,29,94,4/28/2010,187,127,0
24510,29,86,5/27/2008,400,116,0
24510,29,11,5/27/2008,183,49,0
24510,29,60,5/27/2008,316,43,0
24511,29,38,5/27/2009,309,60,0
24512,18,82,1/31/2010,195,193,0
24513,11,23,2/23/2006,399,39,0
24514,30,40,11/22/2007,208,187,0
24515,29,4,5/27/2006,357,42,0
24516,29,16,5/27/2007,223,94,0
24517,29,35,5/27/2005,197,72,0
24518,4,38,10/4/2005,357,184,0
24518,4,52,10/4/2005,114,71,0
24518,4,58,10/4/2005,104,197,0
24518,4,3,10/4/2005,329,107,0
24519,36,82,9/25/2006,398,32,0
24519,36,22,9/25/2006,280,38,0
24520,36,36,9/25/2007,140,118,0
24521,35,15,8/5/2006,359,177,0
24522,16,69,9/15/2009,226,117,0
24522,16,36,9/15/2009,362,13,0
24523,11,30,2/23/2009,104,169,0
24524,16,45,9/15/2006,352,193,0
24524,16,57,9/15/2006,338,33,0
24524,16,24,9/15/2006,194,176,0
24525,16,18,9/15/2005,104,84,0
24525,16,81,9/15/2005,332,193,0
24526,24,59,4/14/2007,254,131,0
24526,24,94,4/14/2007,398,180,0
24527,28,65,6/19/2010,115,131,0
24528,4,40,10/4/2007,281,114,0
24529,7,18,10/16/2010,198,171,0
24529,7,82,10/16/2010,121,28,0
24530,35,67,5/9/2010,209,138,0
24531,12,90,6/30/2010,298,21,0
24532,2,14,6/14/2008,316,58,0
24532,2,79,6/14/2008,359,130,0
24532,2,103,6/14/2008,210,59,0
24533,2,84,6/14/2005,245,119,0
24533,2,4,6/14/2005,252,138,0
24534,33,4,3/9/2009,260,40,0
24535,33,4,3/9/2008,316,95,0
24535,33,41,3/9/2008,347,108,0
24536,26,68,3/17/2010,308,23,0
24536,26,39,3/17/2010,192,129,0
24537,33,7,3/9/2007,164,104,0
24537,33,16,3/9/2007,301,98,0
24538,2,96,10/1/2007,113,29,0
24538,2,70,10/1/2007,277,94,0
24538,2,91,10/1/2007,374,85,0
24538,2,87,10/1/2007,144,146,0
24539,33,19,3/9/2005,185,128,0
24540,23,13,8/1/2006,308,125,0
24540,23,102,8/1/2006,147,147,0
24541,2,1,3/23/2006,220,59,0
24541,2,37,3/23/2006,117,131,0
24542,36,3,10/25/2006,117,24,0
24543,33,98,4/30/2007,120,70,0
24543,33,12,4/30/2007,252,111,0
24544,25,29,12/11/2007,260,83,0
24545,36,44,10/25/2005,122,94,0
24546,33,10,4/30/2008,229,186,0
24546,33,14,4/30/2008,222,65,0
24546,33,18,4/30/2008,269,198,0
24546,33,79,4/30/2008,229,72,0
24546,33,92,4/30/2008,128,39,0
24547,36,13,10/25/2009,352,141,0
24548,32,104,4/2/2008,243,90,0
24548,32,20,4/2/2008,134,132,0
24549,24,8,12/28/2005,135,101,0
24550,19,19,12/23/2005,305,198,0
24551,22,29,6/12/2007,200,172,0
24551,22,53,6/12/2007,145,180,0
24551,22,62,6/12/2007,316,180,0
24551,22,82,6/12/2007,189,29,0
24551,22,43,6/12/2007,333,25,0
24552,19,43,12/23/2007,256,152,0
24553,22,28,6/12/2005,400,140,0
24553,22,71,6/12/2005,367,26,0
24554,38,30,10/1/2006,128,40,0
24555,6,93,6/7/2010,221,187,0
24556,7,10,8/7/2010,140,18,0
24557,17,68,5/10/2010,136,23,0
24558,8,39,4/3/2007,328,79,0
24558,8,50,4/3/2007,398,35,0
24559,8,86,4/3/2006,360,168,0
24559,8,28,4/3/2006,271,77,0
24560,22,103,6/12/2008,102,147,0
24560,22,84,6/12/2008,175,44,0
24561,22,54,6/12/2009,186,188,0
24561,22,97,6/12/2009,158,28,0
24562,5,85,12/21/2009,263,137,0
24562,5,44,12/21/2009,392,34,0
24562,5,68,12/21/2009,279,83,0
24563,5,74,12/21/2008,368,87,0
24564,23,64,2/1/2005,190,63,0
24564,23,32,2/1/2005,310,176,0
24565,5,15,12/21/2006,400,31,0
24565,5,75,12/21/2006,362,79,0
24566,23,53,2/1/2007,348,150,0
24567,23,79,2/1/2006,169,78,0
24568,34,101,5/14/2006,336,88,0
24569,33,32,2/14/2008,303,128,0
24570,34,62,4/4/2009,141,187,0
24570,34,97,4/4/2009,213,113,0
24570,34,47,4/4/2009,306,190,0
24571,23,20,6/15/2010,339,189,0
24571,23,19,6/15/2010,110,39,0
24572,39,24,7/13/2010,234,71,0
24573,13,17,7/13/2010,396,11,0
24573,13,22,7/13/2010,317,68,0
24574,33,16,2/14/2006,272,141,0
24574,33,27,2/14/2006,158,70,0
24575,18,41,8/27/2010,248,96,0
24575,18,9,8/27/2010,202,171,0
24575,18,14,8/27/2010,320,193,0
24575,18,28,8/27/2010,235,118,0
24576,33,89,2/14/2005,291,190,0
24577,30,23,7/3/2008,238,57,0
24578,34,42,9/7/2008,133,115,0
24578,34,100,9/7/2008,229,184,0
24579,38,23,8/24/2005,165,126,0
24580,34,89,9/7/2006,358,44,0
24580,34,20,9/7/2006,247,98,0
24581,34,21,9/7/2007,399,15,0
24581,34,96,9/7/2007,135,54,0
24581,34,83,9/7/2007,186,180,0
24581,34,28,9/7/2007,340,180,0
24582,11,86,2/24/2007,119,78,0
24583,39,24,2/7/2009,316,193,0
24583,39,104,2/7/2009,108,190,0
24584,5,52,10/21/2009,344,65,0
24584,5,96,10/21/2009,110,167,0
24585,8,65,7/5/2010,385,167,0
24586,37,64,3/14/2008,160,123,0
24587,1,47,6/24/2006,346,118,0
24587,1,97,6/24/2006,207,181,0
24587,1,74,6/24/2006,243,187,0
24588,37,37,3/14/2005,375,51,0
24589,11,43,12/23/2008,206,64,0
24589,11,47,12/23/2008,199,190,0
24590,35,79,4/10/2009,171,52,0
24591,25,19,9/14/2010,150,134,0
24591,25,31,9/14/2010,285,185,0
24592,15,75,10/4/2006,248,67,0
24593,38,102,12/19/2009,379,21,0
24594,15,89,10/4/2005,307,45,0
